2,279.7282786,288.005166
5,731.413276,803.4876773
10,1419.424137,1696.203655
20,2920.255267,3987.733387
50,6890.264865,12437.49189
100,11660.16393,28778.19672
200,18052.6,56126.4
1000,38189,224701
3830,61114,347004
